NRO_NFS	VL_TOTAL	NRO_PEDIDO
10232	41940,0	9096
10233	1628,0	9843
10234	575,68	9995
10235	6000,0	9996
10236	4320,0	9997
10237	2170,0	9998
10238	3320,0	9999
10239	14,86	10350
10240	9280,0	9931
10241	5480,0	9932
10242	959,27	9933
10243	1680,0	9934
10244	2610,0	9935
10245	4300,0	9936
10246	18220,0	9942
10247	720,0	9944
10248	577,87	9945
10249	17850,0	9946
10250	1950,0	9947
10251	670,0	9948
10252	1000,01	9949
10253	660,0	9950
10254	7020,0	9951
10255	6400,0	9558
10256	688,0	9923
10257	3000,0	9907
10258	1036,0	9646
10259	17530,0	9647
10260	303,0	9649
10261	17698,0	9650
10262	8143,0	9651
10263	11588,0	9652
10264	290,0	9758
10265	150,0	9759
10266	385,0	9760
10267	575,0	9780
10268	390,0	9829
10269	262,8	8553
10270	2757,0	9922
10271	23,51	10283
10272	23,06	10137
10273	19,86	10142
10274	26,18	10175
10275	74,85	10208
10276	10,0	10169
10277	2,0	10265
10278	12,63	10266
10279	2000,01	9914
10281	900,0	10361
10282	0,0	999999
9	0,0	999999
10283	839,93	10278
10284	20870,0	9625
10285	32,52	10305
10287	6543,07	999999
10288	66,64	10374
10289	10,0	10325
10290	1,0	10326
10291	26,05	10339
10292	5,0	10340
10293	2020,0	9846
10294	6500,0	9693
10295	6800,0	9695
10296	9700,0	10331
10297	4320,0	9880
10298	12,02	10376
10299	16874,0	9924
10300	226,94	10073
10301	145,58	10243
10320	2985,02	10097
10321	3857,76	10098
10339	20120,0	10289
10341	25230,0	10293
10342	16540,0	10291
10345	996,81	10432
10346	40,0	10434
10347	381,9	10277
10348	2342,72	10309
10349	1624,64	10314
10350	1342,46	10319
10351	1342,46	10320
10352	1342,46	10321
10353	3217,63	10355
10354	14000,0	9920
10355	12090,0	10167
10356	2910,0	10102
10357	270,0	10316
10358	7120,0	10318
10359	479,9	9868
10360	6220,0	9869
10361	224,95	999999
10363	19,58	10451
10364	3650,0	10157
10365	1350,0	10158
10366	208,0	10357
10367	100,0	10415
10368	15,0	10416
10369	4,5	10417
10370	9,98	10452
10371	19000,0	9604
10372	479,9	9868
10373	6220,0	9869
10374	270,0	10316
10375	2910,0	10102
10376	12090,0	10167
10377	4430,0	9925
10378	1150,0	9926
10379	720,0	9927
10380	9700,0	9928
10381	720,0	9927
10382	30,0	10467
10383	17790,0	10159
10384	4610,0	10317
10385	10,0	10462
10386	4770,0	9871
10387	8440,0	9870
10388	12,0	10491
10389	6400,0	10494
10390	3820,0	9838
10391	3129,99	9839
10428	390,0	10020
10392	1,05	10431
10393	3050,0	9840
10394	773,0	10147
10395	7,19	10501
10396	1454,89	10308
10397	1588,09	10310
10398	2844,61	10311
10399	286,1	10313
10400	4800,85	10322
10401	2342,05	10329
10402	3023,05	10367
10403	4170,08	10418
10404	602,88	10429
10405	478,19	10369
10406	2460,0	10286
10407	1940,0	10288
10408	1950,0	10290
10409	8350,0	10292
10410	610,0	10294
10411	5270,0	10295
10412	4400,0	10296
10413	8130,0	10297
10414	1388,0	10070
10415	1580,0	10071
10416	18000,0	10072
10417	4220,0	10074
10418	10600,0	10085
10419	13700,0	10092
10420	8970,0	10155
10421	6860,0	10156
10422	11,29	10520
10423	4,97	10521
10424	12,43	10522
10425	6,84	10523
10426	45,27	10524
10427	12050,0	10154
10429	4510,0	10022
10430	8859,66	10246
10431	6800,0	10018
10432	4410,0	10003
10433	9110,0	10019
10434	57,0	10342
10435	194,61	10395
10436	2580,0	10021
10437	68,49	10484
10438	100,0	10559
10439	33250,0	10078
10440	400,0	10382
10441	400,0	10383
10442	42900,0	10448
10443	2920,0	10384
10444	3880,0	10388
10445	3880,0	10390
10446	5800,0	10391
10447	2920,0	10392
10448	8810,88	10386
10454	3086,25	10435
10455	12,34	9793
10456	33,04	10245
10457	119,89	10237
10458	19,87	10238
10459	8,48	10231
10460	482,53	9791
10461	1245,9	9833
10462	500,01	10554
10463	23,31	10527
10464	138,37	10518
10465	5,59	10513
10466	55,81	10572
10467	1,05	10483
10468	87,06	10579
10469	1,05	10581
10470	1,05	10580
10471	99,71	10506
10472	388,46	9348
10473	12200,0	10281
10474	1400,0	10282
10475	4820,0	10303
10476	1380,0	9845
10477	14,37	10528
10478	6273,76	999999
10479	5785,0	999999
10480	4248,6	999999
10481	10000,0	999999
10482	3348,27	999999
10483	1500,0	999999
10484	373,0	999999
10485	10540,6	999999
10486	550,36	999999
10487	13600,0	999999
10488	1067,0	999999
10489	7263,0	999999
10490	10500,0	999999
10491	3500,0	999999
10492	1500,0	999999
10493	2500,0	999999
10494	1000,0	999999
10495	2800,0	10273
10496	516,27	9275
10497	354,09	9198
10498	2142,85	9764
10499	2142,85	9765
10500	2142,85	9766
10501	2142,85	9767
10502	2142,85	9769
10503	2142,85	9770
10504	2142,85	9788
10505	2142,85	9789
10506	2142,85	9790
10507	2142,85	9794
10508	2142,85	9795
10509	2142,85	9768
10510	2142,85	9792
10511	2142,85	9796
10524	400,0	10380
10525	3880,0	10385
10526	5800,0	10387
10527	5800,0	10389
10528	2920,0	10381
10529	1,05	10577
10530	1,05	10576
10531	3,15	10638
10532	7,31	10639
10534	3681,0	10279
10535	10000,0	9989
10536	1710,0	10274
10537	71,64	10535
10538	4441,44	10514
10539	4765,99	10515
10540	2987,63	10516
10541	4804,26	10517
10542	12,54	8791
10543	33,69	10582
10544	1574,07	10557
10545	18,57	10597
10546	16664,0	10190
10547	749,64	10660
10548	27860,0	10526
10549	10000,0	10184
10550	650,0	10433
10551	10,8	10598
10552	7000,0	10226
10553	405,0	10396
10554	435,0	10397
10555	3730,0	10399
10556	3300,0	10400
10557	1130,0	10401
10558	2750,0	10398
10559	2142,85	9773
10560	2142,85	9774
10561	2142,85	9777
10562	2142,85	9778
10563	2142,85	9772
10564	2142,85	9775
10565	2142,85	9776
10566	80,0	10702
10567	11598,4	1112
10568	4248,6	1111
10569	3872,0	10710
10570	207,55	10692
10571	87,0	10693
10572	7740,0	10353
10573	1870,0	10354
10574	1,05	10525
10575	9224,0	10402
10	0,0	999999
10576	32140,0	10632
10577	0,0	999999
10578	750,0	10722
10579	180,0	10724
10580	918,0	10677
10581	120,0	10356
10582	1092,93	8941
10583	115,72	10750
10584	24,29	9457
10585	5,15	10641
10586	80,0	10702
10587	1,92	10770
10588	7,75	10600
10589	7120,0	10318
10590	310,0	9875
10591	2900,0	9876
10592	2880,0	10358
10593	330,0	10359
10594	6890,0	10298
10595	620,0	10442
10596	370,0	10443
10597	13350,0	10468
10598	3300,0	10086
10599	5850,0	10099
10600	3087,0	10275
10601	6250,0	10611
10602	5650,0	10612
10603	950,0	10530
10604	1500,0	10344
10605	5500,0	10346
10606	2750,0	10347
10607	750,0	10349
10608	5000,0	10348
10609	8000,0	10345
10610	24000,0	999999
10611	4959,0	999999
10612	2600,0	999999
10613	1902,0	999999
10614	2637,0	999999
10615	6437,0	999999
10616	26000,0	999999
10617	23500,0	999999
10618	2900,0	999999
10619	3600,0	999999
10620	3780,4	999999
10621	14913,0	999999
10622	29934,1	999999
10623	3500,0	999999
10624	21000,0	999999
10625	14406,74	999999
10626	5620,0	10696
10628	18170,0	10625
10627	2030,0	10624
10629	4800,0	10626
10630	9674,28	10673
10632	11460,0	10675
10633	490,0	10655
10634	7170,0	10656
10631	10110,0	10674
10635	11760,0	10657
10636	1250,0	10658
10637	3940,01	10659
10638	12459,36	10628
10639	22047,67	10629
10640	4590,0	10640
10642	12730,0	10712
10643	7584,97	10544
10644	2895,58	10545
10641	180,0	10753
10645	7388,28	10546
10646	4008,55	10547
10647	21290,0	10427
10648	6354,16	10423
10649	29,98	10755
10650	197,49	10784
10651	171,34	10634
10652	11562,22	10613
10653	3572,0	10779
10654	1150,0	10199
10655	4200,0	10200
10656	1030,0	10201
10657	3350,0	10202
10658	4270,0	10203
10659	1820,0	10441
10660	72,43	10723
10661	84,2	10646
10662	83,62	10695
10663	27,02	10697
10664	34,44	10698
10665	78,0	10569
10666	7450,0	10253
10667	3150,0	10254
10668	600,0	10259
10669	622,52	10260
10670	15670,0	10261
10671	10700,0	10262
10672	48420,0	10255
10674	3130,0	10257
10675	3150,0	10258
10677	0,38	10749
10678	315,26	10754
10679	85,73	10566
10680	1785,53	10777
10681	490,5	10780
10682	219,12	10781
10683	515,0	10726
10684	33,07	10636
10685	30130,0	10713
10673	18030,0	10256
10676	107,74	10812
10686	14,4	10810
10687	2030,0	10444
10688	6290,0	10445
10689	1340,0	10446
10690	0,3	10840
10691	32012,8	10807
10692	42987,2	10807
10693	2,84	10511
10698	72,52	10880
10699	215,41	10635
10700	10,05	10599
10701	14,07	10732
10702	8639,79	10824
10703	1,58	10847
10704	15111,6	10165
10705	20,29	10889
10706	3,59	10902
10707	14,7	10918
10708	3030,0	10472
10709	6090,0	10469
10710	507,0	10471
10711	900,0	10459
10712	24130,01	10458
10731	4970,0	10457
10713	6790,0	10470
10714	17,25	10856
10715	71,64	10855
10716	7,35	10883
10717	21,77	10851
10718	21623,31	999999
10719	680,0	999999
17294	130,84	19108
20711	4825,01	22876
10720	2600,0	999999
10721	2900,0	999999
10722	402,6	10923
10723	7630,0	999999
10724	15638,32	999999
10725	2997,0	999999
10726	6,95	10919
10727	7,1	10920
10728	4,37	10901
10729	5,41	10926
10730	210,0	10927
10732	61,89	10936
10733	1120,0	10776
10734	1079,99	10775
10735	1500,0	10701
10736	25,66	10854
10737	79,93	10929
10738	285,13	10890
10739	20290,0	10425
10740	41,76	10803
10741	151,85	10948
10742	136,38	10802
10743	564,96	10481
10744	8200,0	10482
10745	1949,99	10480
10746	10900,01	10666
10747	40,0	10961
10748	619,6	999999
10749	72,44	10879
10750	1,35	10900
10751	33,12	10894
10752	21,5	10895
10753	53,37	10853
10754	26,95	10956
10755	4,29	10958
10756	136,54	10867
10757	0,92	10737
10758	1,79	10898
10759	26430,7	10394
10760	840,0	10473
10761	427,0	10474
10762	3620,0	10475
10763	10,3	10966
10764	30,61	10967
10765	40,57	10963
11	0,0	999999
10766	17438,0	999999
10767	460,0	10502
10768	5810,0	10503
10769	7450,0	10504
10770	4280,0	10505
10771	16000,0	999999
10772	30000,0	999999
10773	8000,0	999999
10837	4,31	10982
10776	0,88	10952
10777	27,97	10985
10778	1778,64	10683
10779	1365,59	10684
10780	1803,07	10731
10781	3952,28	10761
10782	344,3	10762
10783	6283,86	10763
10784	1130,95	10682
10785	1130,95	10678
10786	1130,95	10679
10787	1130,95	10680
10788	1130,95	10681
11163	10000,0	999999
10790	22,1	10955
10791	679,7	10866
10792	3700,0	10714
10793	2000,0	10715
10797	3055,97	10827
10798	6841,63	10865
10799	3979,98	10937
10800	3953,66	10938
10801	487,57	10939
10802	1501,93	10940
10803	705,11	10941
10804	3607,41	10943
10805	912,21	10944
10806	3276,56	10945
10807	1235,3	10946
10808	375,11	10947
10809	5965,14	10942
10810	1769,81	10977
10811	757,73	10978
10812	1990,2	10979
10813	2393,56	10980
10814	30022,64	10988
10815	7683,0	999999
10816	16729,0	999999
10817	4,71	10957
10818	7,67	11021
10819	19,7	11020
10905	22,22	11135
10821	5028,0	10564
10822	2000,0	10567
10823	6719,99	10573
10824	23,53	10995
10825	439,0	10571
10826	25,5	10954
10827	620,0	10717
10828	12700,01	10718
10829	6280,0	10720
10830	3522,28	10729
10831	6224,28	10716
10832	590,0	10805
10833	3873,99	10806
10834	1460,0	10719
10835	49200,0	10769
10836	26,01	10993
10838	118,59	10975
10839	38,99	11049
10840	46,83	11059
10841	58,45	11062
16241	1920,62	17917
10847	19668,03	11038
10848	0,38	11060
10849	189,0	11057
10850	189,0	11057
10851	2142,85	9890
10852	2142,84	9891
10853	2142,85	9892
10854	2142,85	9893
10855	2142,85	9894
10856	2142,84	9895
10857	2142,85	9896
10858	1,04	11032
10859	236,25	11072
10861	236,25	11072
10862	440,0	10616
10863	490,0	10617
10864	3104,88	10497
16242	1606,54	17494
10865	6191,71	10499
10866	349,41	10498
10867	5230,0	10476
10868	3140,0	10477
10869	1999,99	10478
10870	11,55	10987
10871	7750,0	10615
10872	242,8	11098
10873	0,0	999999
17827	18720,0	999999
10906	106,23	11155
10874	29,77	11030
10875	11100,0	999999
10876	4800,0	999999
10877	38,98	11039
10878	8204,8	10495
10879	4973,56	10496
10880	4680,0	10440
10882	103,59	10971
10883	42,47	10970
10884	14400,01	10860
10885	4340,0	10861
10886	54,14	11033
10887	7,61	10986
10888	18,45	11108
10889	48,85	11102
10890	46,92	11103
10891	3788,29	11115
10892	1894,08	11116
10893	78,91	11131
10894	1156,29	11114
10895	36,94	11037
10896	10,79	11042
10897	420,0	10618
10898	3240,0	10621
10899	510,0	10604
10900	3550,0	10605
10901	6290,0	10606
10902	4920,0	10664
10907	6896,01	10135
10903	2830,0	10665
10904	8140,0	10620
10908	4700,0	10991
10909	16740,0	10992
10910	1450,0	10846
10911	2701,81	10848
10912	1298,19	10849
10913	12950,0	10857
10914	11747,3	10858
10915	10470,0	10906
10916	11940,0	10908
10917	1390,0	10909
10918	1550,0	10907
10919	3860,0	10905
10920	2760,0	10881
10921	5271,87	10877
10922	14015,0	10974
10923	15844,82	11119
10925	2600,0	10721
10926	575,0	10904
10928	95,72	11154
10929	620,66	11151
10930	8187,73	10821
10931	4,69	10968
10932	5259,99	11022
10933	11294,76	10813
10934	625,52	11014
10935	633,48	11015
10937	5300,0	11195
11164	2142,84	9812
10938	93,45	11045
10939	1,07	10727
10940	5,78	11107
10941	11,31	10983
10942	10,88	10984
10943	61,54	11192
10944	639,61	11065
10945	638,31	11066
10946	6701,0	11067
10947	13,33	11193
10948	8040,0	10685
10949	392,0	10686
10950	3240,01	10687
11165	2142,84	9813
10951	106508,0	999999
10952	9500,0	999999
10954	15000,0	999999
10955	9000,0	999999
10956	2157,0	999999
10957	9500,0	999999
10958	8000,0	11203
10959	12300,01	10822
10960	5361,31	10899
10961	45,38	11121
10962	280,58	11204
10963	2150,0	10689
10964	337,0	10688
10965	230,15	10541
10966	238,23	10542
10967	2331,62	10543
10968	4120,0	10691
10969	7060,0	10690
10970	5570,0	10796
10971	5130,0	10797
10972	3030,0	10798
10973	12840,0	999999
10974	70600,0	999999
10975	1381,34	11075
10976	5159,63	11117
10977	176,89	11074
10978	31,26	11120
10979	8000,0	11232
10980	62,92	11222
10981	3,21	11219
10982	1335,0	10585
10983	1050,0	10586
10984	1000,0	10587
10985	3370,0	10583
10986	273,34	11233
10987	10,53	11190
10988	2637,0	10888
10989	831,09	11191
10990	1037,76	11189
16243	6039,13	17392
10991	23058,86	10725
10992	1245,0	10584
10993	3903,0	999999
10994	4300,0	999999
10995	22100,0	999999
10996	38530,0	999999
10997	12000,0	11237
10998	78000,0	999999
11001	913,12	11141
11002	3460,0	11105
11003	32,6	11221
11004	4,0	11239
11005	9,69	11241
11006	1,86	11242
11007	1,19	11104
11008	5,58	11109
11009	9300,0	10829
11010	775,0	10831
11011	370,0	10833
11012	775,0	10834
11013	1500,0	10835
11014	880,0	10830
11015	10500,0	10793
11016	4800,0	10819
16244	3964,64	17391
11017	3690,0	11142
11018	12985,84	11206
11019	677,13	11205
11020	3723,05	11207
11021	292,42	11211
11022	297,46	11213
11023	302,21	11212
11024	7,19	11196
11025	4745,33	11210
11026	2469,95	11208
11027	4506,62	11209
11028	0,76	11041
11029	0,38	11043
11030	1810,0	10912
11031	2500,0	10931
11032	9,64	10998
11033	12,51	10999
11034	506,96	11088
11035	3510,0	10667
11036	1260,0	10924
11037	2630,0	10911
11038	8430,0	10668
11039	460,0	11078
11040	460,0	11077
11041	8720,0	10669
11042	5554,04	11076
11043	7650,0	10910
11044	3416,71	10932
11045	3500,0	10708
11046	398,0	10705
11047	4717,81	10706
11048	4870,0	10707
11049	47,69	10836
11050	14570,0	10456
11051	2050,0	10453
11052	9740,0	10454
11053	14220,0	10455
11054	0,0	999999
11055	8,62	11245
11056	42,93	11240
11057	156,0	10917
11058	788,01	10653
11059	795,0	10652
11060	3180,0	10651
11061	4830,0	11024
11062	0,38	11299
11063	12,14	11223
11064	1517,71	11226
11065	16065,58	11225
11066	13658,11	11227
11067	9665,42	11229
11068	14136,86	11224
11069	1695,02	11228
11070	4018,05	11231
11071	2142,84	9898
11072	2142,83	9899
11073	2142,84	9900
11074	2142,84	9901
11075	2142,84	9902
11076	2142,83	9903
11077	3348,27	10760
11078	518,5	10884
11079	518,5	10886
11080	2700,0	10885
11081	2700,0	10887
11082	106,41	11264
11083	112,73	11323
11085	44,47	11292
11086	112,65	11236
11087	15,04	11220
11088	43,38	11290
11089	28,25	11252
11090	2770,0	11256
11221	16,53	11254
11091	10000,0	10782
11092	20550,0	11265
11093	9450,0	11266
11094	20000,0	999999
11095	5634,0	999999
11096	3530,0	999999
11097	7400,0	999999
11098	6000,0	999999
11099	704,0	10704
11100	28100,0	11249
11101	5140,0	11297
11102	5960,0	10703
11103	12114,0	10804
11104	7,4	11061
11105	2142,84	9820
11106	2142,84	9821
11107	2142,84	9822
11108	2142,84	9823
11109	2142,84	9825
11110	2142,84	9819
11111	2142,84	9824
11112	2600,0	11016
11113	41,92	11294
11114	477,67	11353
11115	150,0	11106
11116	2142,84	9771
11117	6,27	11128
11118	21,96	11029
11119	8,97	11356
11120	110,78	11360
11121	1600,0	999999
11122	398,0	999999
11123	373,0	10764
11124	1500,0	10765
11126	35900,0	999999
11127	6716,62	11250
11128	4000,0	10622
11129	7630,0	11040
11130	13,95	11390
11131	1,4	11388
11132	512,2	11387
11133	172,12	11389
11134	1060,0	11145
11135	500,0	11146
11136	1480,0	11147
11137	2420,0	11143
12422	36501,26	13200
11138	4300,0	11144
11139	10760,0	11148
11140	10580,0	11149
11141	14205,52	11073
11142	10800,0	11234
11150	408,63	11166
11151	4151,0	11200
11153	59,36	11369
11154	2019,72	11263
11155	299,75	11259
11156	658,94	11258
11157	387,53	11260
11158	8388,66	11261
11159	1815,52	11286
16245	409,62	17389
11160	4959,0	10783
11161	7252,43	11262
11162	85,82	11183
11166	2142,84	9814
11167	2142,84	9815
11168	79,37	11423
11169	5,04	11424
11170	71,0	11406
11171	9,35	11407
16246	6464,32	17771
11172	9,0	11343
11173	13,34	11422
11174	37,69	11420
11175	23,34	11421
11176	2142,84	9816
11177	2142,84	9817
11178	2142,84	9818
11179	398,13	11354
11180	34,16	11281
11181	13,59	11101
11182	15,34	11100
11183	16,04	11133
11184	7,26	11134
11185	64,91	11341
11186	181,42	11364
11187	1517,67	11230
11188	375,0	999999
11189	2,46	11463
11190	144,54	11047
11191	18,99	11476
11192	13,69	11363
11193	4540,25	11346
11194	1,14	11068
11195	29,8	11380
11196	4288,68	11347
11197	10500,0	999999
11198	6632,0	10876
11199	4219,27	11288
11200	2162,34	11344
11201	10500,0	11139
11202	3391,1	11287
11203	3899,56	11289
11204	135,46	11450
11205	13,48	11457
11206	16063,0	999999
11207	5580,0	11007
11208	686,5	11008
11209	565,5	11394
16524	147,0	18446
11210	222,92	11489
11211	38,11	11410
11212	136,93	11411
11213	10,77	11412
11214	38,88	11409
11215	20,97	11525
11216	10540,6	10768
11217	3500,0	10964
11219	8,04	11426
11220	2,1	11425
11222	2153,89	999999
11223	3200,0	999999
11224	2125,0	999999
11225	4500,0	11472
11226	6332,0	10841
11227	13,67	11084
11228	20,05	11291
11229	9960,0	10842
11230	12000,0	10862
11231	62,6	11584
11232	2142,84	9897
11233	75,63	11491
11234	1396,05	11494
11235	5624,89	11371
11236	5781,52	11375
11237	2840,27	11373
11238	147,42	11540
11239	364,09	11482
11240	305,72	11468
11241	14,26	11477
11242	11,79	11487
11243	96,31	11490
11244	183,42	11579
11245	7047,31	11374
11246	16470,35	11370
11247	7116,83	11372
11248	12,04	11484
11249	197,73	11497
11250	644,33	11578
11251	270,0	10800
11252	797,0	10801
11253	0,58	11590
11254	270,0	10800
11255	797,0	10801
11256	21440,0	10872
11257	11910,0	11395
11258	1530,0	10868
11259	6170,0	10869
11260	879,07	11550
11261	13880,0	10875
11262	4820,0	10874
11263	3450,0	10873
11264	3370,0	10870
11265	13130,0	10871
11266	950,0	11621
11267	32,1	11594
11268	19,16	11456
11269	11923,65	999999
11270	151,35	11642
11271	8712,77	10933
11272	6455,27	10934
11273	6455,27	10935
11274	11923,66	11080
11275	25,47	11367
11276	1317,0	999999
11277	12000,0	999999
11278	12000,0	999999
11279	19792,0	999999
11280	16364,21	11175
11281	2060,72	11176
11282	1377,18	11194
11283	1352,39	11180
11284	16364,21	11283
11285	9760,01	11282
11286	11493,0	11284
16525	150,83	18448
11287	3000,0	10844
11288	35,07	11253
11289	1000,0	10843
11290	11000,0	10845
11291	25,22	11132
11292	2997,0	11054
11293	6633,18	11171
11294	609,27	11169
11295	330,17	11168
16526	78,45	18454
17295	205,23	19110
11296	12273,16	11173
11297	8620,99	11170
11298	7822,22	11172
11299	4091,06	11177
11300	625,0	11028
11301	5400,0	11026
11302	14,41	11700
11303	140,84	11667
11304	766,22	11625
11305	107,02	11644
11306	152,66	11645
11307	26,84	11641
11308	153,73	11698
11309	10900,3	11096
11310	950,07	11093
11311	3600,78	11251
11312	3375,24	11095
11313	3173,61	11097
11314	1022,09	11267
11315	467,84	11269
11316	3165,2	11268
11317	3171,69	11319
11318	2689,19	11320
11319	3171,69	11321
11320	30227,09	11326
11321	2014,57	11274
11322	7450,16	11333
11323	3192,5	11332
11326	483,97	11271
11327	4081,18	11277
11328	4094,68	11275
11329	755,34	11273
11330	5762,11	11272
11331	5762,11	11270
11332	2014,57	11274
11333	1022,09	11267
11334	3165,2	11268
11335	467,84	11269
11336	544,71	11276
11337	620,0	11071
11338	770,0	11181
11339	2150,0	11182
11340	640,0	11002
11341	6970,0	11004
11342	4000,0	11636
11343	31,94	11750
11344	60,56	11746
11345	6675,0	999999
11346	6,11	11752
11347	17,51	11609
11352	23831,0	999999
11348	2426,23	10893
11349	473,78	10892
11350	3147,9	11055
11351	4389,45	11056
11353	12930,0	11351
11354	950,0	11352
11355	950,0	11355
11356	1770,0	11697
11357	65,19	11401
11358	0,0	999999
11359	2,17	11747
11360	0,38	11670
11361	300,0	10859
11362	8670,0	11688
11363	2126,78	11789
11364	4128,38	11699
11365	6942,36	11693
11366	1725,23	11684
11367	9918,2	11691
11368	632,2	11627
11369	2542,98	11696
11370	9110,64	11689
11372	79,33	11755
16527	30,71	18456
11374	2157,0	11551
11375	0,36	11808
12423	175,64	13151
11084	14900,0	11053
11376	1522,96	11521
11377	3282,59	11569
11378	14293,24	11519
11379	2343,55	11528
11380	983,42	11522
16528	49,81	18459
11381	1331,69	11571
11382	3766,32	11523
11383	1220,69	11529
11384	15504,06	11520
11385	4539,23	11527
11386	4406,88	11526
11388	7960,0	11714
11389	34,78	11695
11390	16,53	11769
11391	10,65	11338
11392	12,04	11772
11393	170,0	11485
11394	1436,73	11884
11395	1436,5	11885
11396	645,88	11044
11397	4420,0	11046
11398	14330,0	11063
11399	15469,0	11349
11400	23000,0	999999
17017	8894,15	18502
11401	16100,0	999999
11402	18869,0	999999
11403	1316,46	999999
11404	1550,0	999999
11405	5000,0	999999
11406	58,73	11337
11407	5000,0	999999
11408	0,88	11680
11409	22,53	11787
11410	25,17	11366
11411	46,41	11763
11412	40,0	11933
11413	3,39	11918
11414	21,81	11919
11415	8,29	11934
11416	8,11	11913
11417	6,45	11949
11418	5,41	11950
11419	200,0	11897
11421	2233,68	11634
11422	364,09	11820
11423	150,94	11782
11424	27606,32	11635
11426	11849,62	11330
11427	14411,77	11322
11428	13568,83	11328
11429	5,99	11812
11430	4,05	11892
11431	69,63	11947
11432	12,96	11948
11433	12438,56	11350
11434	7992,44	11348
11435	11520,0	999999
11436	19120,0	999999
11437	23586,02	11556
11438	29483,65	11559
11439	720,91	11087
11440	14,19	11917
11441	70,0	11946
11442	2,94	11979
11443	40,0	11960
11444	6950,0	11898
11445	4,13	11912
11446	225,77	11811
11447	4,18	11807
11448	204,57	11894
11449	71,25	11981
11450	58,42	11911
11451	55,99	12019
11452	41,14	12026
11453	36,72	12023
11454	29,24	12028
11455	292,28	12025
11456	111,22	12077
11457	11,39	12078
11458	40,0	12096
11459	6447,29	11651
11460	86,21	12027
11461	5542,56	11448
11462	6447,28	11444
11463	3644,12	11447
11464	11578,75	11449
11465	16761,33	11672
11466	6147,05	11440
11470	10,3	11775
11471	15,27	11955
11476	6715,81	11445
11478	7315,81	11441
11479	34,26	12049
11480	21,45	12060
11481	11,43	12086
11482	3,39	12074
11483	3407,77	11564
11484	1295,35	11563
11485	211,61	11568
11486	350,25	11567
11487	986,46	11665
12758	47,74	13757
11488	487,42	11666
11489	211,6	11568
11490	40,0	13000
11491	3369,23	11969
11492	21,75	12104
11493	30,69	12047
11494	44,41	12126
11495	632,0	12004
11496	9,68	12089
11497	48,86	12122
11498	0,38	11671
11499	0,38	11692
11500	19,89	11893
11501	2600,0	999999
11502	4800,0	999999
11503	15000,0	999999
11504	70000,0	999999
11505	10000,0	999999
11506	2600,0	12136
11507	9500,0	11605
11508	2341,43	11359
11509	7545,39	11357
11510	5536,92	12009
11511	3221,58	12012
11512	3012,25	12010
11513	3299,36	12011
11514	9011,75	12013
11515	97,61	12128
11516	295,77	12113
11517	375,68	12058
11518	60,17	12134
11519	248,0	12135
11520	46,91	12146
11521	17,44	13009
11522	35,78	12133
11523	18,87	12111
11524	244,04	12145
11525	2,05	12121
11526	6000,0	999999
11527	11000,0	999999
11528	7500,0	999999
11529	7263,0	11703
11530	7683,0	11310
11531	3367,0	11637
11532	4,59	12031
11533	6,45	11970
11534	3,2	11965
11535	10,94	11966
11536	16,33	12164
11537	11,16	11968
11538	7,1	12160
11539	18,02	12165
11540	162,72	12127
11541	17,66	10981
11542	241,7	12081
11543	7600,0	999999
11544	1677,22	11735
11545	4110,25	11739
11546	12516,63	11740
11547	3412,51	11554
11548	5657,94	11553
11549	1533,11	11555
11550	10058,83	11558
11551	14443,42	11561
11604	30,2	11797
11552	18332,54	11562
11553	54000,0	999999
11554	21128,87	11608
11555	32061,16	11610
11556	17322,65	11335
11557	24093,19	11324
11558	24966,39	11329
11559	6842,19	11358
11560	13155,0	999999
11561	16635,23	999999
11562	13400,0	999999
11563	80,98	13006
11564	116,99	12029
11565	16,7	11197
11566	51,12	12137
11567	179,76	13075
11568	730,0	999999
11569	10453,61	11136
11570	159,75	12204
11571	13,36	12207
11572	9073,65	11720
11573	526,19	11810
11574	7320,58	11809
11575	1006,08	11945
11576	2444,31	12016
11577	1867,27	12020
11578	3578,7	11963
11579	2734,02	11964
11580	2084,62	11944
11581	1821,69	11734
11582	3325,27	11738
11583	7239,17	11744
11584	1,16	12129
11585	0,68	12132
11586	11,71	13001
11587	12,67	12138
11588	40,74	13036
11589	40,81	13017
11590	5,28	12070
11591	14,51	13012
11592	1836,02	11607
11593	317,87	11606
11594	10228,0	999999
11595	10228,0	11052
11596	3,44	12147
11597	4913,6	11483
11598	3497,38	11481
11599	8,47	13094
11600	8689,39	11570
11601	182,08	13065
11602	47,99	13126
11605	14,41	13132
11603	49,99	12226
11606	403,09	11741
11607	19123,03	11737
11608	376,01	11296
11609	1525,99	11295
11610	13,11	13145
11611	237,35	13128
11612	22252,46	11715
17018	12,0	19084
11613	4370,06	11743
11614	116,44	12235
11615	4254,15	11150
11616	626,63	11152
11617	568,07	11089
11618	591,7	11090
11619	653,33	11091
11620	4781,22	11153
11621	57,29	13130
11622	6,53	12236
11623	18,23	12244
11624	163,1	12246
11625	1,25	13076
11626	25,98	13073
11627	26,7	13033
11628	16,29	13081
11629	6,47	12248
11630	6,41	13127
11631	2909,95	11548
11632	1677,36	11938
11633	1685,35	11939
11634	4189,38	11937
11635	21399,99	11376
11636	9514,72	11657
11637	1241,23	11655
11638	218,01	11661
11639	20223,59	11654
11640	33284,22	11778
